Time,RU
215.9,133.8058758
216,133.7125944
216.1,133.6193782
216.2,133.5262272
216.3,133.4331414
216.4,133.3401208
216.5,133.2471653
216.6,133.1542748
216.7,133.0614493
216.8,132.9686887
216.9,132.8759931
217,132.7833623
217.1,132.6907964
217.2,132.5982952
217.3,132.5058587
217.4,132.413487
217.5,132.3211798
217.6,132.2289373
217.7,132.1367593
217.8,132.0446458
217.9,131.9525968
218,131.8606122
218.1,131.7686919
218.2,131.676836
218.3,131.5850443
218.4,131.4933169
218.5,131.4016537
218.6,131.3100546
218.7,131.2185196
218.8,131.1270486
218.9,131.0356417
219,130.9442987
219.1,130.8530197
219.2,130.7618045
219.3,130.6706531
219.4,130.5795656
219.5,130.4885417
219.6,130.3975816
219.7,130.3066851
219.8,130.2158522
219.9,130.1250829
220,130.0343771
220.1,129.9437347
220.2,129.8531558
220.3,129.7626403
220.4,129.6721881
220.5,129.5817992
220.6,129.4914736
220.7,129.4012112
220.8,129.3110119
220.9,129.2208757
221,129.1308026
221.1,129.0407926
221.2,128.9508455
221.3,128.8609614
221.4,128.7711402
221.5,128.6813818
221.6,128.5916862
221.7,128.5020534
221.8,128.4124833
221.9,128.3229759
222,128.2335311
222.1,128.1441489
222.2,128.0548293
222.3,127.9655722
222.4,127.8763775
222.5,127.7872452
222.6,127.6981753
222.7,127.6091678
222.8,127.5202225
222.9,127.4313394
223,127.3425186
223.1,127.2537599
223.2,127.1650633
223.3,127.0764288
223.4,126.9878563
223.5,126.8993458
223.6,126.8108972
223.7,126.7225105
223.8,126.6341857
223.9,126.5459226
224,126.4577214
224.1,126.3695818
224.2,126.2815039
224.3,126.1934877
224.4,126.105533
224.5,126.0176399
224.6,125.9298083
224.7,125.8420382
224.8,125.7543295
224.9,125.6666821
225,125.5790961
225.1,125.4915714
225.2,125.4041079
225.3,125.3167056
225.4,125.2293645
225.5,125.1420845
225.6,125.0548655
225.7,124.9677076
225.8,124.8806107
225.9,124.7935748
226,124.7065997
226.1,124.6196855
226.2,124.5328321
226.3,124.4460395
226.4,124.3593077
226.5,124.2726365
226.6,124.186026
226.7,124.0994761
226.8,124.0129867
226.9,123.9265579
227,123.8401895
227.1,123.7538816
227.2,123.667634
227.3,123.5814469
227.4,123.49532
227.5,123.4092534
227.6,123.323247
227.7,123.2373009
227.8,123.1514148
227.9,123.0655889
228,122.979823
228.1,122.8941171
228.2,122.8084712
228.3,122.7228852
228.4,122.6373591
228.5,122.5518929
228.6,122.4664865
228.7,122.3811398
228.8,122.2958529
228.9,122.2106256
229,122.125458
229.1,122.0403499
229.2,121.9553015
229.3,121.8703125
229.4,121.785383
229.5,121.700513
229.6,121.6157023
229.7,121.530951
229.8,121.4462589
229.9,121.3616262
230,121.2770526
230.1,121.1925383
230.2,121.1080831
230.3,121.023687
230.4,120.9393499
230.5,120.8550719
230.6,120.7708528
230.7,120.6866927
230.8,120.6025914
230.9,120.518549
231,120.4345654
231.1,120.3506406
231.2,120.2667745
231.3,120.1829671
231.4,120.0992183
231.5,120.0155282
231.6,119.9318966
231.7,119.8483235
231.8,119.7648089
231.9,119.6813528
232,119.597955
232.1,119.5146156
232.2,119.4313345
232.3,119.3481117
232.4,119.2649472
232.5,119.1818408
232.6,119.0987926
232.7,119.0158025
232.8,118.9328704
232.9,118.8499964
233,118.7671804
233.1,118.6844224
233.2,118.6017222
233.3,118.51908
233.4,118.4364955
233.5,118.3539688
233.6,118.2714999
233.7,118.1890887
233.8,118.1067352
233.9,118.0244393
234,117.942201
234.1,117.8600202
234.2,117.7778969
234.3,117.6958311
234.4,117.6138228
234.5,117.5318718
234.6,117.4499781
234.7,117.3681418
234.8,117.2863627
234.9,117.2046409
235,117.1229762
235.1,117.0413687
235.2,116.9598183
235.3,116.8783249
235.4,116.7968886
235.5,116.7155093
235.6,116.6341869
235.7,116.5529214
235.8,116.4717128
235.9,116.390561
236,116.309466
236.1,116.2284277
236.2,116.1474462
236.3,116.0665213
236.4,115.985653
236.5,115.9048413
236.6,115.8240862
236.7,115.7433876
236.8,115.6627455
236.9,115.5821598
237,115.5016304
237.1,115.4211575
237.2,115.3407408
237.3,115.2603804
237.4,115.1800763
237.5,115.0998283
237.6,115.0196365
237.7,114.9395008
237.8,114.8594212
237.9,114.7793976
238,114.69943
238.1,114.6195184
238.2,114.5396627
238.3,114.4598628
238.4,114.3801188
238.5,114.3004306
238.6,114.2207982
238.7,114.1412215
238.8,114.0617005
238.9,113.9822351
239,113.9028254
239.1,113.8234712
239.2,113.7441725
239.3,113.6649293
239.4,113.5857416
239.5,113.5066093
239.6,113.4275323
239.7,113.3485107
239.8,113.2695444
239.9,113.1906333
240,113.1117775
240.1,113.0329768
240.2,112.9542313
240.3,112.8755409
240.4,112.7969055
240.5,112.7183252
240.6,112.6397999
240.7,112.5613295
240.8,112.482914
240.9,112.4045534
241,112.3262476
241.1,112.2479966
241.2,112.1698004
241.3,112.0916589
241.4,112.0135721
241.5,111.9355399
241.6,111.8575623
241.7,111.7796393
241.8,111.7017708
241.9,111.6239568
242,111.5461972
242.1,111.4684921
242.2,111.3908413
242.3,111.3132449
242.4,111.2357028
242.5,111.1582149
242.6,111.0807813
242.7,111.0034018
242.8,110.9260765
242.9,110.8488053
243,110.7715881
243.1,110.694425
243.2,110.6173159
243.3,110.5402608
243.4,110.4632596
243.5,110.3863122
243.6,110.3094187
243.7,110.232579
243.8,110.1557931
243.9,110.0790609
244,110.0023824
244.1,109.9257575
244.2,109.8491863
244.3,109.7726687
244.4,109.6962046
244.5,109.619794
244.6,109.5434368
244.7,109.4671331
244.8,109.3908828
244.9,109.3146859
245,109.2385423
245.1,109.1624519
245.2,109.0864148
245.3,109.0104309
245.4,108.9345002
245.5,108.8586226
245.6,108.7827981
245.7,108.7070267
245.8,108.6313083
245.9,108.5556428
246,108.4800304
246.1,108.4044708
246.2,108.3289641
246.3,108.2535102
246.4,108.1781092
246.5,108.1027609
246.6,108.0274653
246.7,107.9522224
246.8,107.8770322
246.9,107.8018945
247,107.7268095
247.1,107.651777
247.2,107.576797
247.3,107.5018695
247.4,107.4269944
247.5,107.3521717
247.6,107.2774013
247.7,107.2026833
247.8,107.1280175
247.9,107.053404
248,106.9788428
248.1,106.9043337
248.2,106.8298767
248.3,106.7554718
248.4,106.681119
248.5,106.6068182
248.6,106.5325695
248.7,106.4583726
248.8,106.3842277
248.9,106.3101347
249,106.2360935
249.1,106.1621042
249.2,106.0881666
249.3,106.0142807
249.4,105.9404466
249.5,105.8666641
249.6,105.7929332
249.7,105.719254
249.8,105.6456263
249.9,105.5720501
250,105.4985254
250.1,105.4250521
250.2,105.3516303
250.3,105.2782598
250.4,105.2049407
250.5,105.1316729
250.6,105.0584564
250.7,104.985291
250.8,104.9121769
250.9,104.839114
251,104.7661022
251.1,104.6931414
251.2,104.6202318
251.3,104.5473731
251.4,104.4745654
251.5,104.4018087
251.6,104.3291029
251.7,104.2564479
251.8,104.1838438
251.9,104.1112905
252,104.038788
252.1,103.9663362
252.2,103.8939351
252.3,103.8215847
252.4,103.7492849
252.5,103.6770357
252.6,103.604837
252.7,103.5326889
252.8,103.4605913
252.9,103.3885441
253,103.3165473
253.1,103.2446009
253.2,103.1727048
253.3,103.1008591
253.4,103.0290636
253.5,102.9573184
253.6,102.8856234
253.7,102.8139785
253.8,102.7423838
253.9,102.6708392
254,102.5993446
254.1,102.5279001
254.2,102.4565055
254.3,102.3851609
254.4,102.3138663
254.5,102.2426215
254.6,102.1714266
254.7,102.1002815
254.8,102.0291862
254.9,101.9581406
255,101.8871448
255.1,101.8161986
255.2,101.7453021
255.3,101.6744552
255.4,101.6036579
255.5,101.5329101
255.6,101.4622118
255.7,101.391563
255.8,101.3209636
255.9,101.2504136
256,101.179913
256.1,101.1094617
256.2,101.0390597
256.3,100.968707
256.4,100.8984035
256.5,100.8281492
256.6,100.7579441
256.7,100.6877881
256.8,100.6176812
256.9,100.5476233
257,100.4776145
257.1,100.4076547
257.2,100.3377438
257.3,100.2678818
257.4,100.1980687
257.5,100.1283045
257.6,100.0585891
257.7,99.98892246
257.8,99.91930459
257.9,99.84973543
258,99.78021495
258.1,99.71074311
258.2,99.64131989
258.3,99.57194525
258.4,99.50261916
258.5,99.43334158
258.6,99.36411247
258.7,99.29493181
258.8,99.22579955
258.9,99.15671568
259,99.08768014
259.1,99.01869291
259.2,98.94975396
259.3,98.88086325
259.4,98.81202074
259.5,98.74322641
259.6,98.67448021
259.7,98.60578212
259.8,98.53713211
259.9,98.46853013
260,98.39997615
260.1,98.33147015
260.2,98.26301208
260.3,98.19460192
260.4,98.12623963
260.5,98.05792517
260.6,97.98965852
260.7,97.92143964
260.8,97.8532685
260.9,97.78514505
261,97.71706928
261.1,97.64904115
261.2,97.58106061
261.3,97.51312765
261.4,97.44524222
261.5,97.3774043
261.6,97.30961385
261.7,97.24187083
261.8,97.17417522
261.9,97.10652697
262,97.03892607
262.1,96.97137247
262.2,96.90386613
262.3,96.83640704
262.4,96.76899515
262.5,96.70163044
262.6,96.63431286
262.7,96.56704239
262.8,96.49981899
262.9,96.43264263
263,96.36551328
263.1,96.2984309
263.2,96.23139547
263.3,96.16440694
263.4,96.09746528
263.5,96.03057047
263.6,95.96372247
263.7,95.89692125
263.8,95.83016677
263.9,95.76345901
264,95.69679792
264.1,95.63018348
264.2,95.56361565
264.3,95.49709441
264.4,95.43061971
264.5,95.36419153
264.6,95.29780983
264.7,95.23147458
264.8,95.16518576
264.9,95.09894331
265,95.03274722
265.1,94.96659746
265.2,94.90049398
265.3,94.83443675
265.4,94.76842575
265.5,94.70246095
265.6,94.6365423
265.7,94.57066978
265.8,94.50484335
265.9,94.43906299
266,94.37332865
266.1,94.30764031
266.2,94.24199794
266.3,94.17640151
266.4,94.11085097
266.5,94.0453463
266.6,93.97988748
266.7,93.91447445
266.8,93.8491072
266.9,93.78378569
267,93.71850989
267.1,93.65327977
267.2,93.58809529
267.3,93.52295642
267.4,93.45786314
267.5,93.3928154
267.6,93.32781319
267.7,93.26285645
267.8,93.19794518
267.9,93.13307932
268,93.06825885
268.1,93.00348375
268.2,92.93875397
268.3,92.87406948
268.4,92.80943026
268.5,92.74483627
268.6,92.68028748
268.7,92.61578386
268.8,92.55132537
268.9,92.48691199
269,92.42254368
269.1,92.35822042
269.2,92.29394216
269.3,92.22970889
269.4,92.16552056
269.5,92.10137715
269.6,92.03727862
269.7,91.97322495
269.8,91.9092161
269.9,91.84525204
270,91.78133273
270.1,91.71745816
270.2,91.65362828
270.3,91.58984307
270.4,91.52610249
270.5,91.46240652
270.6,91.39875511
270.7,91.33514825
270.8,91.27158589
270.9,91.20806802
271,91.14459459
271.1,91.08116557
271.2,91.01778095
271.3,90.95444067
271.4,90.89114472
271.5,90.82789306
271.6,90.76468566
271.7,90.70152249
271.8,90.63840352
271.9,90.57532871
272,90.51229805
272.1,90.44931148
272.2,90.386369
272.3,90.32347056
272.4,90.26061613
272.5,90.19780569
272.6,90.13503919
272.7,90.07231662
272.8,90.00963794
272.9,89.94700312
273,89.88441212
273.1,89.82186493
273.2,89.7593615
273.3,89.69690181
273.4,89.63448583
273.5,89.57211352
273.6,89.50978486
273.7,89.44749981
273.8,89.38525835
273.9,89.32306044
274,89.26090606
274.1,89.19879516
274.2,89.13672773
274.3,89.07470373
274.4,89.01272314
274.5,88.95078591
274.6,88.88889203
274.7,88.82704145
274.8,88.76523416
274.9,88.70347011
275,88.64174929
275.1,88.58007166
275.2,88.51843718
275.3,88.45684583
275.4,88.39529759
275.5,88.33379241
275.6,88.27233027
275.7,88.21091113
275.8,88.14953498
275.9,88.08820178
276,88.02691149
276.1,87.96566409
276.2,87.90445955
276.3,87.84329784
276.4,87.78217892
276.5,87.72110278
276.6,87.66006937
276.7,87.59907867
276.8,87.53813065
276.9,87.47722528
277,87.41636252
277.1,87.35554236
277.2,87.29476475
277.3,87.23402968
277.4,87.1733371
277.5,87.112687
277.6,87.05207933
277.7,86.99151407
277.8,86.9309912
277.9,86.87051068
278,86.81007248
278.1,86.74967657
278.2,86.68932292
278.3,86.6290115
278.4,86.56874229
278.5,86.50851526
278.6,86.44833036
278.7,86.38818758
278.8,86.32808689
278.9,86.26802825
279,86.20801164
279.1,86.14803703
279.2,86.08810438
279.3,86.02821367
279.4,85.96836487
279.5,85.90855795
279.6,85.84879288
279.7,85.78906963
279.8,85.72938817
279.9,85.66974848
280,85.61015051
280.1,85.55059426
280.2,85.49107967
280.3,85.43160673
280.4,85.37217541
280.5,85.31278568
280.6,85.2534375
280.7,85.19413086
280.8,85.13486571
280.9,85.07564203
281,85.0164598
281.1,84.95731898
281.2,84.89821955
281.3,84.83916146
281.4,84.78014471
281.5,84.72116925
281.6,84.66223506
281.7,84.60334211
281.8,84.54449037
281.9,84.48567982
282,84.42691041
282.1,84.36818213
282.2,84.30949495
282.3,84.25084883
282.4,84.19224375
282.5,84.13367968
282.6,84.07515659
282.7,84.01667445
282.8,83.95823324
282.9,83.89983292
283,83.84147346
283.1,83.78315484
283.2,83.72487703
283.3,83.66664001
283.4,83.60844373
283.5,83.55028817
283.6,83.49217332
283.7,83.43409912
283.8,83.37606557
283.9,83.31807262
284,83.26012026
284.1,83.20220844
284.2,83.14433715
284.3,83.08650636
284.4,83.02871604
284.5,82.97096615
284.6,82.91325667
284.7,82.85558758
284.8,82.79795884
284.9,82.74037043
285,82.68282231
285.1,82.62531447
285.2,82.56784686
285.3,82.51041947
285.4,82.45303227
285.5,82.39568522
285.6,82.3383783
285.7,82.28111148
285.8,82.22388473
285.9,82.16669803
286,82.10955135
286.1,82.05244465
286.2,81.99537792
286.3,81.93835111
286.4,81.88136421
286.5,81.82441719
286.6,81.76751002
286.7,81.71064267
286.8,81.65381511
286.9,81.59702732
287,81.54027926
287.1,81.48357092
287.2,81.42690226
287.3,81.37027325
287.4,81.31368386
287.5,81.25713408
287.6,81.20062387
287.7,81.1441532
287.8,81.08772204
287.9,81.03133038
288,80.97497817
288.1,80.9186654
288.2,80.86239203
288.3,80.80615804
288.4,80.7499634
288.5,80.69380808
288.6,80.63769206
288.7,80.58161531
288.8,80.52557779
288.9,80.46957949
289,80.41362037
289.1,80.35770041
289.2,80.30181958
289.3,80.24597785
289.4,80.1901752
289.5,80.1344116
289.6,80.07868702
289.7,80.02300143
289.8,79.96735481
289.9,79.91174712
290,79.85617835
290.1,79.80064846
290.2,79.74515743
290.3,79.68970523
290.4,79.63429184
290.5,79.57891722
290.6,79.52358134
290.7,79.46828419
290.8,79.41302574
290.9,79.35780595
291,79.3026248
291.1,79.24748226
291.2,79.19237832
291.3,79.13731293
291.4,79.08228607
291.5,79.02729772
291.6,78.97234784
291.7,78.91743642
291.8,78.86256342
291.9,78.80772882
292,78.75293259
292.1,78.69817471
292.2,78.64345514
292.3,78.58877386
292.4,78.53413085
292.5,78.47952607
292.6,78.4249595
292.7,78.37043112
292.8,78.31594089
292.9,78.26148879
293,78.2070748
293.1,78.15269888
293.2,78.09836101
293.3,78.04406116
293.4,77.98979931
293.5,77.93557544
293.6,77.8813895
293.7,77.82724148
293.8,77.77313135
293.9,77.71905909
294,77.66502466
294.1,77.61102805
294.2,77.55706921
294.3,77.50314814
294.4,77.4492648
294.5,77.39541916
294.6,77.3416112
294.7,77.2878409
294.8,77.23410822
294.9,77.18041314
295,77.12675563
295.1,77.07313567
295.2,77.01955323
295.3,76.96600829
295.4,76.91250081
295.5,76.85903078
295.6,76.80559816
295.7,76.75220293
295.8,76.69884506
295.9,76.64552454
296,76.59224132
296.1,76.53899539
296.2,76.48578672
296.3,76.43261528
296.4,76.37948105
296.5,76.326384
296.6,76.2733241
296.7,76.22030134
296.8,76.16731567
296.9,76.11436709
297,76.06145555
297.1,76.00858104
297.2,75.95574353
297.3,75.90294299
297.4,75.8501794
297.5,75.79745273
297.6,75.74476296
297.7,75.69211005
297.8,75.63949399
297.9,75.58691475
298,75.5343723
298.1,75.48186662
298.2,75.42939768
298.3,75.37696546
298.4,75.32456992
298.5,75.27221105
298.6,75.21988882
298.7,75.1676032
298.8,75.11535417
298.9,75.06314169
299,75.01096576
299.1,74.95882633
299.2,74.90672339
299.3,74.85465691
299.4,74.80262687
299.5,74.75063323
299.6,74.69867597
299.7,74.64675507
299.8,74.5948705
299.9,74.54302224
300,74.49121026
300.1,74.43943454
300.2,74.38769505
300.3,74.33599176
300.4,74.28432465
300.5,74.2326937
300.6,74.18109887
300.7,74.12954015
300.8,74.07801751
300.9,74.02653092
301,73.97508036
301.1,73.9236658
301.2,73.87228721
301.3,73.82094459
301.4,73.76963788
301.5,73.71836708
301.6,73.66713216
301.7,73.61593309
301.8,73.56476985
301.9,73.5136424
302,73.46255074
302.1,73.41149483
302.2,73.36047464
302.3,73.30949015
302.4,73.25854134
302.5,73.20762819
302.6,73.15675066
302.7,73.10590873
302.8,73.05510238
302.9,73.00433158
303,72.9535963
303.1,72.90289653
303.2,72.85223224
303.3,72.8016034
303.4,72.75100999
303.5,72.70045198
303.6,72.64992935
303.7,72.59944207
303.8,72.54899012
303.9,72.49857347
304,72.44819211
304.1,72.397846
304.2,72.34753511
304.3,72.29725944
304.4,72.24701894
304.5,72.1968136
304.6,72.1466434
304.7,72.09650829
304.8,72.04640828
304.9,71.99634332
305,71.94631339
305.1,71.89631847
305.2,71.84635853
305.3,71.79643356
305.4,71.74654352
305.5,71.69668839
305.6,71.64686815
305.7,71.59708277
305.8,71.54733222
305.9,71.49761649
306,71.44793555
306.1,71.39828937
306.2,71.34867794
306.3,71.29910122
306.4,71.24955919
306.5,71.20005183
306.6,71.15057911
306.7,71.10114101
306.8,71.0517375
306.9,71.00236857
307,70.95303418
307.1,70.90373431
307.2,70.85446894
307.3,70.80523805
307.4,70.7560416
307.5,70.70687958
307.6,70.65775196
307.7,70.60865872
307.8,70.55959983
307.9,70.51057527
308,70.46158502
308.1,70.41262904
308.2,70.36370733
308.3,70.31481985
308.4,70.26596657
308.5,70.21714749
308.6,70.16836256
308.7,70.11961177
308.8,70.07089509
308.9,70.02221251
309,69.97356399
309.1,69.92494951
309.2,69.87636905
309.3,69.82782259
309.4,69.77931009
309.5,69.73083154
309.6,69.68238692
309.7,69.63397619
309.8,69.58559935
309.9,69.53725635
310,69.48894718
310.1,69.44067181
310.2,69.39243023
310.3,69.3442224
310.4,69.29604831
310.5,69.24790793
310.6,69.19980123
310.7,69.1517282
310.8,69.1036888
310.9,69.05568303
311,69.00771084
311.1,68.95977222
311.2,68.91186715
311.3,68.8639956
311.4,68.81615755
311.5,68.76835297
311.6,68.72058185
311.7,68.67284415
311.8,68.62513986
311.9,68.57746895
312,68.52983139
312.1,68.48222718
312.2,68.43465627
312.3,68.38711865
312.4,68.33961429
312.5,68.29214318
312.6,68.24470529
312.7,68.19730059
312.8,68.14992906
312.9,68.10259068
313,68.05528542
313.1,68.00801327
313.2,67.9607742
313.3,67.91356818
313.4,67.86639519
313.5,67.81925522
313.6,67.77214823
313.7,67.7250742
313.8,67.67803312
313.9,67.63102495
314,67.58404967
314.1,67.53710727
314.2,67.49019772
314.3,67.44332099
314.4,67.39647706
314.5,67.34966591
314.6,67.30288752
314.7,67.25614186
314.8,67.20942891
314.9,67.16274865
315,67.11610106
315.1,67.0694861
315.2,67.02290377
315.3,66.97635403
315.4,66.92983687
315.5,66.88335225
315.6,66.83690017
315.7,66.79048058
315.8,66.74409348
315.9,66.69773885
316,66.65141664
316.1,66.60512685
316.2,66.55886946
316.3,66.51264443
316.4,66.46645175
316.5,66.42029139
316.6,66.37416333
316.7,66.32806755
316.8,66.28200403
316.9,66.23597274
317,66.18997366
317.1,66.14400677
317.2,66.09807204
317.3,66.05216946
317.4,66.006299
317.5,65.96046064
317.6,65.91465435
317.7,65.86888011
317.8,65.82313791
317.9,65.77742771
318,65.7317495
318.1,65.68610325
318.2,65.64048895
318.3,65.59490656
318.4,65.54935607
318.5,65.50383746
318.6,65.45835069
318.7,65.41289576
318.8,65.36747263
318.9,65.32208129
319,65.27672171
319.1,65.23139387
319.2,65.18609775
319.3,65.14083333
319.4,65.09560058
319.5,65.05039948
319.6,65.00523001
319.7,64.96009215
319.8,64.91498587
319.9,64.86991116
320,64.82486799
320.1,64.77985634
320.2,64.73487618
320.3,64.68992751
320.4,64.64501028
320.5,64.60012448
320.6,64.5552701
320.7,64.5104471
320.8,64.46565546
320.9,64.42089517
321,64.3761662
321.1,64.33146853
321.2,64.28680214
321.3,64.242167
321.4,64.1975631
321.5,64.15299041
321.6,64.10844891
321.7,64.06393857
321.8,64.01945938
321.9,63.97501132
322,63.93059436
322.1,63.88620848
322.2,63.84185366
322.3,63.79752988
322.4,63.75323711
322.5,63.70897534
322.6,63.66474454
322.7,63.62054469
322.8,63.57637577
322.9,63.53223776
323,63.48813063
323.1,63.44405437
323.2,63.40000895
323.3,63.35599435
323.4,63.31201055
323.5,63.26805753
323.6,63.22413526
323.7,63.18024373
323.8,63.13638291
323.9,63.09255279
324,63.04875333
324.1,63.00498452
324.2,62.96124634
324.3,62.91753877
324.4,62.87386178
324.5,62.83021536
324.6,62.78659947
324.7,62.74301411
324.8,62.69945925
324.9,62.65593486
325,62.61244093
325.1,62.56897744
325.2,62.52554436
325.3,62.48214167
325.4,62.43876935
325.5,62.39542738
325.6,62.35211575
325.7,62.30883441
325.8,62.26558337
325.9,62.22236259
326,62.17917206
326.1,62.13601174
326.2,62.09288163
326.3,62.0497817
326.4,62.00671193
326.5,61.9636723
326.6,61.92066278
326.7,61.87768336
326.8,61.83473402
326.9,61.79181473
327,61.74892547
327.1,61.70606623
327.2,61.66323697
327.3,61.62043769
327.4,61.57766835
327.5,61.53492894
327.6,61.49221944
327.7,61.44953983
327.8,61.40689008
327.9,61.36427018
328,61.3216801
328.1,61.27911982
328.2,61.23658932
328.3,61.19408859
328.4,61.15161759
328.5,61.10917631
328.6,61.06676474
328.7,61.02438284
328.8,60.98203059
328.9,60.93970799
329,60.897415
329.1,60.8551516
329.2,60.81291778
329.3,60.77071351
329.4,60.72853877
329.5,60.68639355
329.6,60.64427781
329.7,60.60219155
329.8,60.56013474
329.9,60.51810736
330,60.47610938
330.1,60.4341408
330.2,60.39220158
330.3,60.35029171
330.4,60.30841116
330.5,60.26655992
330.6,60.22473797
330.7,60.18294528
330.8,60.14118184
330.9,60.09944762
331,60.05774261
331.1,60.01606678
331.2,59.97442011
331.3,59.93280258
331.4,59.89121418
331.5,59.84965487
331.6,59.80812465
331.7,59.76662349
331.8,59.72515137
331.9,59.68370827
332,59.64229418
332.1,59.60090906
332.2,59.5595529
332.3,59.51822567
332.4,59.47692737
332.5,59.43565797
332.6,59.39441745
332.7,59.35320578
332.8,59.31202295
332.9,59.27086894
333,59.22974373
333.1,59.18864729
333.2,59.14757961
333.3,59.10654067
333.4,59.06553045
333.5,59.02454892
333.6,58.98359608
333.7,58.94267188
333.8,58.90177633
333.9,58.86090939
334,58.82007105
334.1,58.77926128
334.2,58.73848008
334.3,58.6977274
334.4,58.65700325
334.5,58.61630759
334.6,58.57564041
334.7,58.53500169
334.8,58.4943914
334.9,58.45380954
335,58.41325606
335.1,58.37273097
335.2,58.33223423
335.3,58.29176584
335.4,58.25132576
335.5,58.21091397
335.6,58.17053047
335.7,58.13017522
335.8,58.08984822
335.9,58.04954943
336,58.00927884
336.1,57.96903643
336.2,57.92882218
336.3,57.88863608
336.4,57.84847809
336.5,57.8083482
336.6,57.76824639
336.7,57.72817265
336.8,57.68812694
336.9,57.64810926
337,57.60811959
337.1,57.56815789
337.2,57.52822416
337.3,57.48831837
337.4,57.44844051
337.5,57.40859055
337.6,57.36876847
337.7,57.32897426
337.8,57.2892079
337.9,57.24946937
338,57.20975864
338.1,57.1700757
338.2,57.13042053
338.3,57.0907931
338.4,57.05119341
338.5,57.01162143
338.6,56.97207713
338.7,56.93256051
338.8,56.89307154
338.9,56.8536102
339,56.81417648
339.1,56.77477035
339.2,56.7353918
339.3,56.6960408
339.4,56.65671733
339.5,56.61742139
339.6,56.57815294
339.7,56.53891196
339.8,56.49969845
339.9,56.46051238
340,56.42135373
340.1,56.38222248
340.2,56.34311861
340.3,56.30404211
340.4,56.26499295
340.5,56.22597111
340.6,56.18697658
340.7,56.14800934
340.8,56.10906936
340.9,56.07015663
341,56.03127113
341.1,55.99241285
341.2,55.95358175
341.3,55.91477783
341.4,55.87600106
341.5,55.83725142
341.6,55.7985289
341.7,55.75983347
341.8,55.72116512
341.9,55.68252383
342,55.64390958
342.1,55.60532235
342.2,55.56676213
342.3,55.52822888
342.4,55.4897226
342.5,55.45124326
342.6,55.41279085
342.7,55.37436535
342.8,55.33596673
342.9,55.29759499
343,55.2592501
343.1,55.22093203
343.2,55.18264078
343.3,55.14437633
